name,team,w,l,era,gs,g,sv,ip,h,er,hr,so,bb,whip,k/9,bb/9,fip,war,ra9-war,adp,playerid,so/bb,winpercentage,ranking
Eduardo Jimenez,Tigers,0.0,0.0,5.58,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,6.46,5.38,5.75,0.0,0.0,999.0,sa655954,1.0,0,3124
Curtis Taylor,Diamondbacks,0.0,0.0,5.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,6.33,5.11,5.75,0.0,0.0,999.0,sa917970,1.0,0,3138
Ryan Cook,Blue Jays,0.0,0.0,5.65,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.62,6.91,5.07,5.75,0.0,0.0,999.0,sa876808,1.0,0,3037
Pat Goetze,Red Sox,0.0,0.0,5.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,4.95,4.67,5.76,0.0,0.0,999.0,sa738640,1.0,0,3265
Kelvin Rivas,Marlins,0.0,0.0,5.72,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,6.28,5.99,5.76,0.0,0.0,999.0,sa875249,1.0,0,3269
Ronald Pena,Nationals,0.0,0.0,5.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,6.29,5.46,5.76,0.0,0.0,999.0,sa658287,1.0,0,3180
Sven Schueller,Dodgers,0.0,0.0,5.41,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.77,5.8,6.19,5.76,0.0,0.0,999.0,sa837843,1.0,0,3297
Matt Anderson,Pirates,0.0,0.0,5.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,6.35,5.66,5.76,0.0,0.0,999.0,sa918200,1.0,0,3228
Austin Robichaux,Angels,0.0,0.0,5.47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,4.96,4.9,5.76,0.0,0.0,999.0,sa602629,1.0,0,3237
Dalton Moats,Rays,0.0,0.0,5.36,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.62,5.97,5.0,5.76,0.0,0.0,999.0,sa738506,1.0,0,3092
Joey Strain,Mariners,0.0,0.0,5.65,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.55,5.02,3.48,5.76,0.0,0.0,999.0,sa856185,0,0,3049
Emilio Ogando,Royals,0.0,0.0,5.63,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.56,5.28,3.78,5.76,0.0,0.0,999.0,sa829049,0,0,3067
Juan Delgadillo,,0.0,0.0,5.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.54,5.5,3.51,5.76,0.0,0.0,999.0,sa509260,0,0,3010
Abel Duarte,,0.0,0.0,5.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,6.23,5.24,5.76,0.0,0.0,999.0,sa828135,1.0,0,3177
Cam Vieaux,Pirates,0.0,0.0,5.65,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.62,4.46,3.99,5.76,0.0,0.0,999.0,sa873657,0,0,3305
Michael Murray,Athletics,0.0,0.0,5.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,5.26,4.35,5.76,0.0,0.0,999.0,sa857583,0,0,3216
Diomar Lopez,Padres,0.0,0.0,5.61,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,6.39,5.81,5.76,0.0,0.0,999.0,sa828277,1.0,0,3209
Jonathan Castellanos,,0.0,0.0,5.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.61,4.6,3.89,5.76,0.0,0.0,999.0,sa200086,0,0,3186
Bret Helton,Pirates,0.0,0.0,5.77,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,5.23,4.55,5.77,0.0,0.0,999.0,sa875307,1.0,0,3219
Tyler Jackson,Mariners,0.0,0.0,5.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.58,5.58,3.85,5.77,0.0,0.0,999.0,sa3004743,0,0,3069
Brett Adcock,Astros,0.0,0.0,5.61,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.63,6.59,4.99,5.77,0.0,0.0,999.0,sa873691,1.0,0,3057
Max Bethell,Angels,0.0,0.0,5.32,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,5.64,5.35,5.77,0.0,0.0,999.0,sa920563,1.0,0,3164
Edgar Garcia,Phillies,0.0,0.0,5.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.6,6.57,4.63,5.77,0.0,0.0,999.0,sa830494,1.0,0,3008
Nick Green,Yankees,0.0,0.0,5.64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,4.91,4.95,5.77,0.0,0.0,999.0,sa738690,1.0,0,3293
Toller Boardman,Tigers,0.0,0.0,5.49,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,5.07,4.75,5.77,0.0,0.0,999.0,sa875348,1.0,0,3197
Jeff Soptic,Giants,0.0,0.0,5.43,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.8,6.34,6.89,5.77,0.0,0.0,999.0,sa503518,1.0,0,3280
Nick Highberger,Athletics,0.0,0.0,5.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.75,5.48,5.57,5.77,0.0,0.0,999.0,sa872728,1.0,0,3312
Tyler Danish,White Sox,0.0,0.0,5.76,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.64,4.77,4.06,5.77,0.0,0.0,999.0,15126,0,0,3208
Andrew Tomasovich,Athletics,0.0,0.0,5.49,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.76,6.77,6.49,5.77,0.0,0.0,999.0,sa875302,1.0,0,3201
Nick Valenza,Mariners,0.0,0.0,5.48,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.73,5.99,5.76,5.77,0.0,0.0,999.0,sa598922,1.0,0,3224
Justin Steele,Cubs,0.0,0.0,5.45,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.86,5.37,5.77,0.0,0.0,999.0,sa828960,1.0,0,3174
Javier Garcia,Marlins,0.0,0.0,5.71,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.09,6.15,5.77,0.0,0.0,999.0,sa872843,1.0,0,3295
Joel Kuhnel,Reds,0.0,0.0,5.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,5.82,5.15,5.77,0.0,0.0,999.0,sa918205,1.0,0,3192
Brennan Smith,Tigers,0.0,0.0,5.72,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.53,5.67,3.6,5.78,0.0,0.0,999.0,sa549585,0,0,2974
Angel Mejia,Padres,0.0,0.0,5.72,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.3,4.8,5.78,0.0,0.0,999.0,sa739255,1.0,0,3233
Jason Foley,Tigers,0.0,0.0,5.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,6.21,5.53,5.78,0.0,0.0,999.0,sa915677,1.0,0,3176
Jose Paulino,Cubs,0.0,0.0,5.47,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.68,5.36,5.16,5.78,0.0,0.0,999.0,sa657308,1.0,0,3206
David Reid-Foley,Dodgers,0.0,0.0,5.57,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.63,6.22,4.92,5.78,0.0,0.0,999.0,sa740295,1.0,0,3111
Alejandro Requena,Phillies,0.0,0.0,5.69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.6,5.6,4.17,5.78,0.0,0.0,999.0,sa828724,0,0,3091
Matt Frawley,Yankees,0.0,0.0,5.6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.63,6.52,4.86,5.78,0.0,0.0,999.0,sa918386,1.0,0,3026
Tom Jameson,Diamondbacks,0.0,0.0,5.74,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,6.55,5.48,5.78,0.0,0.0,999.0,sa739877,1.0,0,3133
Kohl Stewart,Twins,0.0,0.0,5.77,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.69,5.28,4.91,5.78,0.0,0.0,999.0,sa737436,1.0,0,3233
Brett Martin,Rangers,0.0,1.0,5.72,2.0,2.0,0.0,9.0,10.0,6.0,2.0,6.0,5.0,1.67,5.9,4.92,5.78,0.0,0.0,999.0,sa828879,1.2,0.0,2568
John Williamson,Cubs,0.0,0.0,5.38,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.74,6.53,6.26,5.78,0.0,0.0,999.0,sa875358,1.0,0,3159
Erick Leal,Cubs,0.0,0.0,5.64,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.57,5.49,3.99,5.78,0.0,0.0,999.0,sa657825,0,0,3041
Max Beatty,White Sox,0.0,0.0,5.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.52,5.85,3.37,5.79,0.0,0.0,999.0,sa738607,0,0,2887
Ian Oxnevad,Cardinals,0.0,0.0,5.62,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.67,4.46,4.51,5.79,0.0,0.0,999.0,sa875209,0.0,0,3615
Josh DeGraaf,Blue Jays,0.0,0.0,5.8,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.55,5.91,3.71,5.79,0.0,0.0,999.0,sa876067,0,0,2965
Alan Rangel,Braves,0.0,0.0,5.84,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,5.32,4.54,5.79,0.0,0.0,999.0,sa877578,1.0,0,3190
Daniel Cordero,Braves,0.0,0.0,5.78,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.72,5.86,5.39,5.79,0.0,0.0,999.0,sa657244,1.0,0,3236
Michael Peoples,Indians,0.0,0.0,5.74,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.6,4.58,3.77,5.79,0.0,0.0,999.0,sa658314,0,0,3151
Maximo Nelson,,0.0,0.0,5.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.66,6.01,4.91,5.79,0.0,0.0,999.0,sa3000074,1.0,0,3129
Mike Adams,Red Sox,0.0,0.0,5.65,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.71,5.71,5.39,5.79,0.0,0.0,999.0,sa737839,1.0,0,3225
Tomas Solis,,0.0,0.0,5.59,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.57,5.21,3.88,5.79,0.0,0.0,999.0,sa508197,0,0,3053
Corey Ray,Royals,0.0,0.0,5.81,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.62,5.02,4.1,5.79,0.0,0.0,999.0,sa829315,0,0,3164
Troy Conyers,Braves,0.0,0.0,5.49,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.79,6.71,6.68,5.79,0.0,0.0,999.0,sa3004314,1.0,0,3201
Alex Gunn,Diamondbacks,0.0,0.0,5.67,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.67,5.24,4.7,5.79,0.0,0.0,999.0,sa922402,1.0,0,3177
Grant Gavin,Royals,0.0,0.0,5.7,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.64,6.55,5.09,5.79,0.0,0.0,999.0,sa918674,1.0,0,3056
Harol Gonzalez,Mets,0.0,0.0,5.69,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.6,5.34,4.11,5.8,0.0,0.0,999.0,sa828505,0,0,3097
Alexis Tapia,Rays,0.0,0.0,5.68,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.61,5.65,4.42,5.8,0.0,0.0,999.0,sa737330,0,0,3109
Josh Roeder,Yankees,0.0,0.0,5.61,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.63,6.15,4.77,5.8,0.0,0.0,999.0,sa875299,1.0,0,3049
Derek Gordon,Royals,0.0,0.0,5.75,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.61,5.87,4.49,5.8,0.0,0.0,999.0,sa864302,0,0,3098
Cody Stashak,Twins,0.0,0.0,5.75,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.49,6.24,3.42,5.8,0.0,0.0,999.0,sa875608,0,0,2809
Michael Mertz,Marlins,0.0,0.0,5.63,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.78,6.4,6.51,5.8,0.0,0.0,999.0,sa918296,1.0,0,3236
